year,type,sentence1,sentence2,similarity_score
2013,OnWN,measure the depth of a body of water,measure the depth of (a body of water) with a sounding line.,3.2
2015,belief,and i think you have a huge stake in believing that none of your actions have caused her any harm.,and there will not be any stain on that money abetting abortions.,
2015,headlines,"41 killed, 22 wounded in violent attacks in Iraq","35 killed, 138 wounded in wave of attacks in Iraq",
2015,belief,"for the pro-life camp, they don't get off so easy from me, either.","for them, the morality or lack of it was not the question.",
2014,OnWN,make certain the failure or destruction of, destine,make certain of the failure or destruction of.
2015,answers-students,there is a gap between terminals 1 and 2 from the positive battery terminal,Terminals 1 and 2 are connected and in the same electrical state,1
2015,headlines,Kenyan troops storm Westgate Mall to end siege,Kenya forces battle to end mall siege,
2015,answers-students,I think the red X means that this is dangerous and should never happen unless something is seriously wrong.,there is a short circuit,0
2015,answers-forums,"You're a little off, but if you Google for ETOPS you'll find the details on what you're referring to.","Credit Cards are a fairly safe method, when they are accepted.",
2015,images,A young boy in a white dress shirt is playing on a grassy plain.,A woman is getting her hair done at a salon.,0
2015,belief,obama agreed and compromised.,obama has been a massive and utter failure.,
2016,postediting,"The choice of operators is unfortunately miserable and is limited, in most cases, to radio tubes.","The answer is simple, there is a lack of competition.",0
2015,headlines,Twin blasts rock Boston Marathon,Two dead in twin explosions at Boston Marathon,
2012,SMTeuroparl,"Mr President, I rise in defence of the workers in the industry.","Mr President, I would like to take the defence of workers in this sector.",4.667
2012,MSRpar,"Gillette shares rose $1.45, or 4.5 percent, to $33.95 in afternoon New York Stock Exchange trading.",Shares of Gillette closed down 45 cents at $33.70 in trading Wednesday on the New York Stock Exchange.,2
2015,answers-students,when the switch is on a closed path with the bulb,When the switch and the bulb are contained in the same path,3.6
2012,MSRvid,A man is placing meat in a bag.,A man is drivong a car.,0.5
2012,MSRvid,A woman is deboning a fish.,A man catches a fish.,1.25
2012,MSRvid,A group of people are marching in place.,A group of people are dancing in concert.,1.7
2015,belief,i wonder how this will pan out.,and he spent his money on things he cared about.,0
2015,answers-forums,The light will eventually reach galaxy B even though the space between them is expanding.,"To any observer between 'A' and 'B' where the light wave passes, it passes with the speed of light.",
2012,surprise.SMTnews,"The bottom line is that when interest rates rise, asset values will fall.","The key is that when interest rates are falling, the values of the active.",2.75
2013,headlines,Armenians vote in parliamentary elections,Armenia's parliamentary vote a test for president,3.2
2015,answers-forums,"Bear spray is a more humane option; however, you do ask about legal repercussions.","You can shoot a human in self defense, so don't worry about shooting a bear if you have to.",
2016,answer-answer,You may have to experiment and find what you like.,You have to find out what works for you.,5
2014,headlines,Obama to announce gun control plans Wednesday,Obama to set out gun control plans,3.6
2016,question-question,How to make a strong mug of filter coffee without any Coffee machine?,How to make a strong mug of instant Coffee?,2
2015,images,A black and white dog is jumping over a hurdle.,A white dog running over a bridge.,2
2013,headlines,Iran may cut oil exports to more EU states,Iran MPs say ready to ban oil exports to some EU states,3.6
2013,headlines,Syrian opposition pleads for criminal court action,Syrian opposition leader criticizes U.S.,2.2
2012,MSRvid,A woman opens a window.,A man is crawling.,0
2015,images,A group of people having their picture taken.,A group of people are in the water.,
2012,surprise.OnWN,"anything illusory, not concrete or real",something with no concrete substance.,3.75
2012,MSRvid,One woman is measuring another woman's ankle.,A woman measures another woman's ankle.,5
2015,belief,this person is only going to get worse - not better.,there was nobody waiting for me to come home.,
2015,images,Two dogs in a yard.,Two dogs in a stream.,2
2015,images,The two dogs are playing in the yard.,Two dogs are playing on the grass.,4.6
2012,surprise.OnWN,"(Cause to) become different or aquire a          different character, possibly during development.",become distinct and acquire a different character.,3
2015,images,Two people are in bed.,Two boxers are in the ring.,0
2012,MSRpar,"According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.","The Hispanic population increased by 9.8per cent from the April 2000 census figures, despite less favourable social and economic conditions than in the 1990s.",3.333
2015,belief,"pleasant, unless you are male, and alone.",any advice would be more than welcome.,
2015,answers-students,"""The electrical state at the terminal matches the battery""""s electrical state""",terminal 1 is connected to the negative battery terminal,1.8
2014,tweet-news,"If you're a skier or snow-boarder, you'll dig these: On Snowy Slopes, Fingers Glide Down the Touch Screen.",App Smart: Apps Helps Skiers Get More Out of the Slopes - App Smart,1.2
2012,MSRvid,A man is playing a piano.,A man is playing a guitar.,1.778
2015,answers-students,because bulb a is connected to switch x and the battery is in a closed path,Bulb A was still contained in the same closed path with the battery.,
2015,answers-forums,"For hard-packed or icy snow, steel runner sleds are quite fast.",We have tested many sleds over the years and this one is as dangerously fast as it is classically beautiful.,
2014,deft-news,non-proliferation expert at the international institute for strategic studies mark fitzpatrick stated that the iaea report -- had an unusually strong tenor. ,senior fellow at the international institute for strategic studies mark fitzpatrick stated that-- the international atomic energy agency plan is superficial.,4
2014,tweet-news,This is interesting - NYTimes: Parents? Financial Support May Not Help College Grades,Parents? Financial Support Linked to College Grades,3.6
2013,headlines,Middle East: Israel: Hamas Leader Convicted,Middle East: Iraq: 17 Prisoners Escape in Kirkuk,0.8
2015,answers-students,bulbs a and c are contained in different paths with the battery.,A and C are in different paths with the battery,4.8
2015,headlines,China says bird flu death toll rises to 14,China culling birds as flu toll rises to 6,
2012,MSRpar,"He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video.","After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.",3.75
2015,belief,"if you can't see that, you need to repeat the 2nd grade.",and i can't say the gop would be any different if they get in.,
2015,answers-forums,Astronomers use this system simply because it is (was) convenient.,"In order to know when a star will be above horizon, you'll need an equation with times, not ""celestial latitudes"".",
2016,question-question,"What causes these chips in a cement brick wall, and how can I fix them?",What are these holes in my concrete wall and how can I mount things to them?,2
2014,tweet-news,"Before there was Dear Sugar, there was Deary Abby: Pauline Phillips, Flinty Adviser to Millions, Dies at 94","Pauline Phillips, Flinty Adviser to Millions as Dear Abby, Dies at 94",4
2012,surprise.SMTnews,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached summits of the Turkish Government.,4.75
2012,MSRvid,Trees are bending in storm.,Trees are hit by very hard winds.,2.667
2015,answers-students,switch z contains a closed path with the battery,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",
2015,belief,we don't have sugar cane climate here in the u.s..,they didn't even have a train station...,
